timestamp, power.draw [W]
2026/09/01 22:57:03.983, 57.87 W
2026/09/01 22:57:04.983, 57.24 W
2026/09/01 22:57:05.983, 57.99 W
2026/09/01 22:57:06.983, 57.30 W
2026/09/01 22:57:07.984, 57.97 W
2026/09/01 22:57:08.984, 56.96 W
2026/09/01 22:57:09.984, 57.54 W
2026/09/01 22:57:10.985, 61.66 W
2026/09/01 22:57:11.985, 65.92 W
2026/09/01 22:57:12.986, 65.68 W
2026/09/01 22:57:13.986, 65.71 W
2026/09/01 22:57:14.986, 65.73 W
2026/09/01 22:57:15.986, 65.71 W
2026/09/01 22:57:16.987, 65.92 W
2026/09/01 22:57:17.987, 65.74 W
2026/09/01 22:57:18.987, 65.77 W
2026/09/01 22:57:19.988, 65.91 W
2026/09/01 22:57:20.988, 62.74 W
2026/09/01 22:57:21.988, 50.65 W
2026/09/01 22:57:22.989, 50.44 W
2026/09/01 22:57:23.989, 50.37 W
2026/09/01 22:57:24.989, 50.58 W
2026/09/01 22:57:25.989, 60.94 W
2026/09/01 22:57:26.990, 65.96 W
2026/09/01 22:57:27.990, 66.01 W
2026/09/01 22:57:28.990, 66.03 W
2026/09/01 22:57:29.990, 66.08 W
2026/09/01 22:57:30.991, 66.25 W
2026/09/01 22:57:31.991, 66.18 W
2026/09/01 22:57:32.991, 66.19 W
2026/09/01 22:57:33.991, 65.99 W
2026/09/01 22:57:34.992, 66.16 W
2026/09/01 22:57:35.992, 66.22 W
2026/09/01 22:57:36.992, 66.26 W
2026/09/01 22:57:37.992, 56.51 W
2026/09/01 22:57:38.993, 51.03 W
2026/09/01 22:57:39.993, 51.27 W
2026/09/01 22:57:40.993, 51.22 W
2026/09/01 22:57:41.993, 54.75 W
2026/09/01 22:57:42.994, 65.63 W
2026/09/01 22:57:43.994, 65.53 W
2026/09/01 22:57:44.994, 65.89 W
2026/09/01 22:57:45.994, 65.71 W
2026/09/01 22:57:46.995, 60.37 W
2026/09/01 22:57:47.995, 56.81 W
2026/09/01 22:57:48.995, 66.79 W
2026/09/01 22:57:49.996, 66.84 W
2026/09/01 22:57:50.996, 66.91 W
2026/09/01 22:57:51.996, 67.11 W
2026/09/01 22:57:52.997, 65.17 W
2026/09/01 22:57:53.997, 55.93 W
2026/09/01 22:57:54.997, 63.06 W
2026/09/01 22:57:55.997, 63.37 W
2026/09/01 22:57:56.998, 63.38 W
2026/09/01 22:57:57.998, 63.28 W
2026/09/01 22:57:58.998, 60.38 W
2026/09/01 22:57:59.999, 64.11 W
2026/09/01 22:58:00.999, 66.30 W
2026/09/01 22:58:02.000, 66.29 W
2026/09/01 22:58:03.000, 65.99 W
2026/09/01 22:58:04.000, 60.78 W
2026/09/01 22:58:05.001, 65.51 W
2026/09/01 22:58:06.001, 60.39 W
2026/09/01 22:58:07.001, 53.18 W
2026/09/01 22:58:08.002, 52.39 W
2026/09/01 22:58:09.002, 60.75 W
2026/09/01 22:58:10.002, 62.04 W
2026/09/01 22:58:11.002, 61.84 W
2026/09/01 22:58:12.003, 56.15 W
2026/09/01 22:58:13.003, 50.26 W
2026/09/01 22:58:14.003, 50.22 W
2026/09/01 22:58:15.004, 50.15 W
2026/09/01 22:58:16.004, 50.08 W
2026/09/01 22:58:17.004, 49.85 W
2026/09/01 22:58:18.004, 50.07 W
2026/09/01 22:58:19.004, 50.09 W
2026/09/01 22:58:20.005, 49.93 W
2026/09/01 22:58:21.005, 49.91 W
2026/09/01 22:58:22.005, 55.91 W
2026/09/01 22:58:23.005, 57.93 W
2026/09/01 22:58:24.006, 58.47 W
2026/09/01 22:58:25.006, 58.02 W
2026/09/01 22:58:26.006, 58.56 W
2026/09/01 22:58:27.006, 57.80 W
2026/09/01 22:58:28.007, 58.89 W
2026/09/01 22:58:29.007, 58.14 W
2026/09/01 22:58:30.007, 58.71 W
2026/09/01 22:58:31.007, 56.27 W
2026/09/01 22:58:32.007, 51.45 W
2026/09/01 22:58:33.008, 49.37 W
2026/09/01 22:58:34.008, 49.56 W
2026/09/01 22:58:35.008, 49.49 W
2026/09/01 22:58:36.025, 49.23 W
2026/09/01 22:58:37.025, 49.42 W
2026/09/01 22:58:38.025, 49.30 W
2026/09/01 22:58:39.026, 49.31 W
2026/09/01 22:58:40.026, 49.37 W
2026/09/01 22:58:41.026, 49.35 W
2026/09/01 22:58:42.026, 49.32 W
2026/09/01 22:58:43.026, 52.17 W
2026/09/01 22:58:44.027, 53.45 W
2026/09/01 22:58:45.027, 53.38 W
2026/09/01 22:58:46.027, 53.34 W
2026/09/01 22:58:47.027, 53.29 W
2026/09/01 22:58:48.028, 53.27 W
2026/09/01 22:58:49.028, 53.25 W
2026/09/01 22:58:50.028, 53.29 W
2026/09/01 22:58:51.029, 53.30 W
2026/09/01 22:58:52.029, 53.34 W
2026/09/01 22:58:53.029, 53.26 W
2026/09/01 22:58:54.029, 52.94 W
2026/09/01 22:58:55.029, 53.24 W
2026/09/01 22:58:56.030, 53.28 W
2026/09/01 22:58:57.030, 53.25 W
2026/09/01 22:58:58.030, 53.24 W
2026/09/01 22:58:59.030, 53.26 W
2026/09/01 22:59:00.030, 53.31 W
2026/09/01 22:59:01.031, 53.19 W
2026/09/01 22:59:02.031, 53.13 W
2026/09/01 22:59:03.031, 50.21 W
2026/09/01 22:59:04.031, 49.31 W
2026/09/01 22:59:05.032, 49.29 W
2026/09/01 22:59:06.032, 49.25 W
2026/09/01 22:59:07.032, 48.46 W
2026/09/01 22:59:08.032, 49.34 W
2026/09/01 22:59:09.032, 58.17 W
2026/09/01 22:59:10.033, 66.07 W
2026/09/01 22:59:11.033, 66.32 W
2026/09/01 22:59:12.033, 66.11 W
2026/09/01 22:59:13.033, 66.44 W
2026/09/01 22:59:14.033, 66.38 W
2026/09/01 22:59:15.034, 66.29 W
2026/09/01 22:59:16.034, 66.61 W
2026/09/01 22:59:17.034, 66.59 W
2026/09/01 22:59:18.034, 67.09 W
2026/09/01 22:59:19.034, 66.90 W
2026/09/01 22:59:20.034, 67.07 W
2026/09/01 22:59:21.035, 58.05 W
2026/09/01 22:59:22.035, 52.22 W
2026/09/01 22:59:23.035, 52.15 W
2026/09/01 22:59:24.035, 52.08 W
2026/09/01 22:59:25.035, 51.90 W
2026/09/01 22:59:26.036, 51.78 W
2026/09/01 22:59:27.036, 49.85 W
2026/09/01 22:59:28.036, 49.82 W
2026/09/01 22:59:29.036, 49.73 W
2026/09/01 22:59:30.036, 49.69 W
2026/09/01 22:59:31.053, 49.54 W
2026/09/01 22:59:32.054, 49.67 W
2026/09/01 22:59:33.054, 49.82 W
2026/09/01 22:59:34.055, 49.74 W
2026/09/01 22:59:35.055, 49.65 W
2026/09/01 22:59:36.055, 49.63 W
2026/09/01 22:59:37.056, 49.60 W
2026/09/01 22:59:38.056, 49.64 W
2026/09/01 22:59:39.056, 49.67 W
2026/09/01 22:59:40.057, 49.65 W
2026/09/01 22:59:41.057, 49.69 W
2026/09/01 22:59:42.057, 49.64 W
2026/09/01 22:59:43.057, 49.56 W
2026/09/01 22:59:44.058, 49.58 W
2026/09/01 22:59:45.058, 49.62 W
2026/09/01 22:59:46.059, 49.61 W
2026/09/01 22:59:47.059, 49.63 W
2026/09/01 22:59:48.059, 49.53 W
2026/09/01 22:59:49.059, 49.48 W
2026/09/01 22:59:50.059, 49.37 W
2026/09/01 22:59:51.060, 49.40 W
2026/09/01 22:59:52.060, 49.54 W
2026/09/01 22:59:53.060, 49.48 W
2026/09/01 22:59:54.060, 49.47 W
2026/09/01 22:59:55.061, 49.58 W
2026/09/01 22:59:56.061, 49.49 W
2026/09/01 22:59:57.062, 49.48 W
2026/09/01 22:59:58.063, 49.45 W
2026/09/01 22:59:59.063, 49.49 W
2026/09/01 23:00:00.063, 49.43 W
2026/09/01 23:00:01.064, 49.42 W
2026/09/01 23:00:02.064, 49.35 W
2026/09/01 23:00:03.064, 49.40 W
2026/09/01 23:00:04.065, 49.37 W
2026/09/01 23:00:05.065, 49.40 W
2026/09/01 23:00:06.065, 49.38 W
2026/09/01 23:00:07.065, 49.40 W
2026/09/01 23:00:08.065, 49.43 W
2026/09/01 23:00:09.066, 49.39 W
2026/09/01 23:00:10.066, 49.24 W
2026/09/01 23:00:11.066, 49.35 W
2026/09/01 23:00:12.066, 49.39 W
2026/09/01 23:00:13.067, 49.40 W
2026/09/01 23:00:14.067, 49.35 W
2026/09/01 23:00:15.067, 49.37 W
2026/09/01 23:00:16.067, 49.27 W
2026/09/01 23:00:17.068, 49.21 W
2026/09/01 23:00:18.068, 49.23 W
2026/09/01 23:00:19.068, 49.24 W
2026/09/01 23:00:20.068, 48.26 W
2026/09/01 23:00:21.069, 49.37 W
2026/09/01 23:00:22.069, 49.43 W
2026/09/01 23:00:23.069, 49.41 W
2026/09/01 23:00:24.069, 49.37 W
2026/09/01 23:00:25.070, 49.21 W
2026/09/01 23:00:26.070, 49.30 W
2026/09/01 23:00:27.070, 58.26 W
2026/09/01 23:00:28.070, 66.62 W
2026/09/01 23:00:29.071, 67.06 W
2026/09/01 23:00:30.071, 67.22 W
2026/09/01 23:00:31.072, 67.20 W
2026/09/01 23:00:32.072, 62.36 W
2026/09/01 23:00:33.072, 54.31 W
2026/09/01 23:00:34.072, 51.36 W
2026/09/01 23:00:35.073, 49.53 W
2026/09/01 23:00:36.073, 49.54 W
2026/09/01 23:00:37.073, 49.45 W
2026/09/01 23:00:38.073, 49.43 W
2026/09/01 23:00:39.074, 49.48 W
2026/09/01 23:00:40.074, 49.42 W
2026/09/01 23:00:41.074, 49.39 W
2026/09/01 23:00:42.074, 49.44 W
2026/09/01 23:00:43.075, 49.43 W
2026/09/01 23:00:44.075, 49.40 W
2026/09/01 23:00:45.075, 49.38 W
2026/09/01 23:00:46.075, 49.35 W
2026/09/01 23:00:47.076, 49.28 W
2026/09/01 23:00:48.076, 49.39 W
2026/09/01 23:00:49.076, 51.12 W
2026/09/01 23:00:50.076, 65.21 W
2026/09/01 23:00:51.077, 66.25 W
2026/09/01 23:00:52.077, 66.26 W
2026/09/01 23:00:53.077, 65.56 W
2026/09/01 23:00:54.077, 56.20 W
2026/09/01 23:00:55.078, 51.88 W
2026/09/01 23:00:56.078, 51.84 W
2026/09/01 23:00:57.078, 51.70 W
2026/09/01 23:00:58.079, 51.14 W
2026/09/01 23:00:59.079, 50.99 W
2026/09/01 23:01:00.079, 51.00 W
2026/09/01 23:01:01.079, 50.95 W
2026/09/01 23:01:02.080, 50.65 W
2026/09/01 23:01:03.080, 52.51 W
2026/09/01 23:01:04.080, 52.44 W
2026/09/01 23:01:05.080, 50.70 W
2026/09/01 23:01:06.080, 50.71 W
2026/09/01 23:01:07.081, 50.69 W
2026/09/01 23:01:08.081, 52.47 W
2026/09/01 23:01:09.081, 52.40 W
2026/09/01 23:01:10.082, 50.58 W
2026/09/01 23:01:11.082, 50.81 W
2026/09/01 23:01:12.082, 50.53 W
2026/09/01 23:01:13.082, 52.41 W
2026/09/01 23:01:14.083, 52.61 W
2026/09/01 23:01:15.083, 50.85 W
2026/09/01 23:01:16.083, 50.86 W
2026/09/01 23:01:17.083, 50.58 W
2026/09/01 23:01:18.084, 52.16 W
2026/09/01 23:01:19.084, 52.54 W
2026/09/01 23:01:20.084, 50.30 W
2026/09/01 23:01:21.084, 51.18 W
2026/09/01 23:01:22.085, 50.31 W
2026/09/01 23:01:23.085, 50.43 W
2026/09/01 23:01:24.085, 50.39 W
2026/09/01 23:01:25.085, 49.29 W
2026/09/01 23:01:26.086, 49.49 W
2026/09/01 23:01:27.086, 50.48 W
2026/09/01 23:01:28.086, 49.78 W
2026/09/01 23:01:29.087, 49.99 W
2026/09/01 23:01:30.087, 50.38 W
2026/09/01 23:01:31.087, 49.26 W
2026/09/01 23:01:32.088, 49.74 W
2026/09/01 23:01:33.088, 50.54 W
2026/09/01 23:01:34.088, 49.29 W
2026/09/01 23:01:35.088, 50.50 W
2026/09/01 23:01:36.088, 50.48 W
2026/09/01 23:01:37.105, 50.29 W
2026/09/01 23:01:38.105, 49.37 W
2026/09/01 23:01:39.105, 50.50 W
2026/09/01 23:01:40.106, 50.49 W
2026/09/01 23:01:41.106, 49.17 W
2026/09/01 23:01:42.106, 50.39 W
2026/09/01 23:01:43.106, 50.50 W
2026/09/01 23:01:44.106, 49.66 W
2026/09/01 23:01:45.107, 50.12 W
2026/09/01 23:01:46.107, 50.47 W
2026/09/01 23:01:47.124, 50.02 W
2026/09/01 23:01:48.124, 49.31 W
2026/09/01 23:01:49.124, 50.40 W
2026/09/01 23:01:50.124, 50.42 W
2026/09/01 23:01:51.125, 50.45 W
2026/09/01 23:01:52.125, 49.15 W
2026/09/01 23:01:53.125, 50.36 W
2026/09/01 23:01:54.125, 50.33 W
2026/09/01 23:01:55.126, 49.17 W
2026/09/01 23:01:56.126, 50.21 W
2026/09/01 23:01:57.126, 50.44 W
2026/09/01 23:01:58.126, 49.35 W
2026/09/01 23:01:59.126, 50.31 W
2026/09/01 23:02:00.127, 50.42 W
2026/09/01 23:02:01.127, 49.75 W
2026/09/01 23:02:02.127, 49.41 W
2026/09/01 23:02:03.127, 50.32 W
2026/09/01 23:02:04.127, 50.44 W
2026/09/01 23:02:05.128, 50.35 W
2026/09/01 23:02:06.128, 50.35 W
2026/09/01 23:02:07.128, 49.33 W
2026/09/01 23:02:08.129, 51.03 W
2026/09/01 23:02:09.129, 51.23 W
2026/09/01 23:02:10.129, 50.15 W
2026/09/01 23:02:11.129, 51.18 W
2026/09/01 23:02:12.129, 50.60 W
2026/09/01 23:02:13.129, 51.00 W
2026/09/01 23:02:14.130, 51.38 W
2026/09/01 23:02:15.130, 49.98 W
2026/09/01 23:02:16.130, 51.27 W
2026/09/01 23:02:17.130, 51.08 W
2026/09/01 23:02:18.130, 50.47 W
2026/09/01 23:02:19.131, 52.32 W
2026/09/01 23:02:20.131, 52.57 W
2026/09/01 23:02:21.131, 50.86 W
2026/09/01 23:02:22.131, 52.45 W
2026/09/01 23:02:23.132, 52.33 W
2026/09/01 23:02:24.132, 50.87 W
2026/09/01 23:02:25.132, 52.37 W
2026/09/01 23:02:26.132, 52.73 W
2026/09/01 23:02:27.132, 51.06 W
2026/09/01 23:02:28.132, 52.55 W
2026/09/01 23:02:29.149, 52.20 W
2026/09/01 23:02:30.149, 52.39 W
2026/09/01 23:02:31.150, 51.98 W
2026/09/01 23:02:32.150, 51.28 W
2026/09/01 23:02:33.150, 52.26 W
2026/09/01 23:02:34.150, 52.50 W
2026/09/01 23:02:35.150, 50.81 W
2026/09/01 23:02:36.151, 52.33 W
2026/09/01 23:02:37.151, 52.17 W
2026/09/01 23:02:38.151, 51.22 W
2026/09/01 23:02:39.151, 52.04 W
2026/09/01 23:02:40.152, 52.43 W
2026/09/01 23:02:41.152, 50.79 W
2026/09/01 23:02:42.152, 52.37 W
2026/09/01 23:02:43.152, 52.08 W
2026/09/01 23:02:44.153, 52.46 W
2026/09/01 23:02:45.153, 52.05 W
2026/09/01 23:02:46.153, 51.25 W
2026/09/01 23:02:47.154, 52.13 W
2026/09/01 23:02:48.154, 52.46 W
2026/09/01 23:02:49.154, 50.76 W
2026/09/01 23:02:50.154, 51.75 W
2026/09/01 23:02:51.154, 50.93 W
2026/09/01 23:02:52.155, 49.57 W
2026/09/01 23:02:53.155, 50.87 W
2026/09/01 23:02:54.155, 50.49 W
2026/09/01 23:02:55.155, 49.75 W
2026/09/01 23:02:56.155, 50.81 W
2026/09/01 23:02:57.156, 50.67 W
2026/09/01 23:02:58.156, 50.80 W
2026/09/01 23:02:59.156, 49.55 W
2026/09/01 23:03:00.156, 50.77 W
2026/09/01 23:03:01.156, 50.12 W
2026/09/01 23:03:02.157, 49.64 W
2026/09/01 23:03:03.157, 50.71 W
2026/09/01 23:03:04.157, 50.05 W
2026/09/01 23:03:05.158, 49.72 W
2026/09/01 23:03:06.158, 50.76 W
2026/09/01 23:03:07.158, 50.14 W
2026/09/01 23:03:08.158, 49.62 W
2026/09/01 23:03:09.158, 50.71 W
2026/09/01 23:03:10.159, 50.63 W
2026/09/01 23:03:11.159, 49.85 W
2026/09/01 23:03:12.159, 50.06 W
2026/09/01 23:03:13.160, 50.21 W
2026/09/01 23:03:14.160, 49.50 W
2026/09/01 23:03:15.160, 50.52 W
2026/09/01 23:03:16.161, 50.59 W
2026/09/01 23:03:17.161, 49.44 W
2026/09/01 23:03:18.161, 50.58 W
2026/09/01 23:03:19.161, 49.34 W
2026/09/01 23:03:20.162, 50.19 W
2026/09/01 23:03:21.162, 50.61 W
2026/09/01 23:03:22.162, 50.68 W
2026/09/01 23:03:23.162, 49.71 W
2026/09/01 23:03:24.163, 49.92 W
2026/09/01 23:03:25.163, 50.73 W
2026/09/01 23:03:26.163, 50.49 W
2026/09/01 23:03:27.164, 49.45 W
2026/09/01 23:03:28.164, 50.72 W
2026/09/01 23:03:29.164, 50.76 W
2026/09/01 23:03:30.164, 49.33 W
2026/09/01 23:03:31.164, 50.69 W
2026/09/01 23:03:32.165, 50.75 W
2026/09/01 23:03:33.165, 50.20 W
2026/09/01 23:03:34.165, 49.51 W
2026/09/01 23:03:35.165, 50.62 W
2026/09/01 23:03:36.165, 50.69 W
2026/09/01 23:03:37.166, 50.45 W
2026/09/01 23:03:38.166, 49.47 W
2026/09/01 23:03:39.166, 50.45 W
2026/09/01 23:03:40.166, 50.64 W
2026/09/01 23:03:41.166, 50.53 W
2026/09/01 23:03:42.167, 49.38 W
2026/09/01 23:03:43.167, 50.63 W
2026/09/01 23:03:44.167, 50.43 W
2026/09/01 23:03:45.168, 49.52 W
2026/09/01 23:03:46.168, 50.64 W
2026/09/01 23:03:47.168, 49.93 W
2026/09/01 23:03:48.168, 49.65 W
2026/09/01 23:03:49.169, 50.61 W
2026/09/01 23:03:50.169, 50.71 W
2026/09/01 23:03:51.169, 50.11 W
2026/09/01 23:03:52.169, 49.92 W
2026/09/01 23:03:53.170, 50.61 W
2026/09/01 23:03:54.170, 50.67 W
2026/09/01 23:03:55.170, 49.30 W
2026/09/01 23:03:56.171, 50.71 W
2026/09/01 23:03:57.171, 50.70 W
2026/09/01 23:03:58.171, 49.57 W
2026/09/01 23:03:59.171, 50.47 W
2026/09/01 23:04:00.172, 50.71 W
2026/09/01 23:04:01.172, 49.56 W
2026/09/01 23:04:02.189, 50.58 W
2026/09/01 23:04:03.189, 50.76 W
2026/09/01 23:04:04.189, 50.83 W
2026/09/01 23:04:05.190, 49.53 W
2026/09/01 23:04:06.190, 50.25 W
2026/09/01 23:04:07.190, 50.43 W
2026/09/01 23:04:08.190, 49.01 W
2026/09/01 23:04:09.191, 50.58 W
2026/09/01 23:04:10.191, 50.66 W
2026/09/01 23:04:11.191, 49.56 W
2026/09/01 23:04:12.191, 50.88 W
2026/09/01 23:04:13.191, 50.51 W
2026/09/01 23:04:14.192, 49.19 W
2026/09/01 23:04:15.192, 51.04 W
2026/09/01 23:04:16.192, 50.92 W
2026/09/01 23:04:17.192, 50.86 W
2026/09/01 23:04:18.193, 51.01 W
2026/09/01 23:04:19.193, 50.03 W
2026/09/01 23:04:20.193, 51.12 W
2026/09/01 23:04:21.193, 50.93 W
2026/09/01 23:04:22.194, 50.49 W
2026/09/01 23:04:23.194, 50.63 W
2026/09/01 23:04:24.194, 50.91 W
2026/09/01 23:04:25.194, 51.13 W
2026/09/01 23:04:26.195, 49.88 W
2026/09/01 23:04:27.196, 51.05 W
2026/09/01 23:04:28.196, 51.06 W
2026/09/01 23:04:29.196, 50.74 W
2026/09/01 23:04:30.196, 50.20 W
2026/09/01 23:04:31.196, 51.02 W
2026/09/01 23:04:32.197, 51.02 W
2026/09/01 23:04:33.197, 51.24 W
2026/09/01 23:04:34.197, 50.22 W
2026/09/01 23:04:35.198, 50.88 W
2026/09/01 23:04:36.198, 50.71 W
2026/09/01 23:04:37.198, 50.87 W
2026/09/01 23:04:38.198, 49.77 W
2026/09/01 23:04:39.198, 51.13 W
2026/09/01 23:04:40.198, 51.28 W
2026/09/01 23:04:41.199, 50.26 W
2026/09/01 23:04:42.199, 51.10 W
2026/09/01 23:04:43.199, 51.40 W
2026/09/01 23:04:44.199, 50.34 W
2026/09/01 23:04:45.200, 51.39 W
2026/09/01 23:04:46.200, 51.13 W
2026/09/01 23:04:47.200, 51.39 W
2026/09/01 23:04:48.200, 50.15 W
2026/09/01 23:04:49.201, 51.15 W
2026/09/01 23:04:50.201, 50.95 W
2026/09/01 23:04:51.201, 50.02 W
2026/09/01 23:04:52.201, 51.16 W
2026/09/01 23:04:53.202, 51.02 W
2026/09/01 23:04:54.202, 49.99 W
2026/09/01 23:04:55.202, 51.11 W
2026/09/01 23:04:56.202, 51.15 W
2026/09/01 23:04:57.203, 49.79 W
2026/09/01 23:04:58.203, 51.04 W
2026/09/01 23:04:59.203, 51.09 W
2026/09/01 23:05:00.203, 51.04 W
2026/09/01 23:05:01.203, 49.64 W
2026/09/01 23:05:02.204, 50.96 W
2026/09/01 23:05:03.204, 50.98 W
2026/09/01 23:05:04.204, 49.22 W
2026/09/01 23:05:05.204, 51.10 W
2026/09/01 23:05:06.204, 50.27 W
2026/09/01 23:05:07.205, 50.37 W
2026/09/01 23:05:08.205, 50.83 W
2026/09/01 23:05:09.205, 49.75 W
2026/09/01 23:05:10.205, 50.40 W
2026/09/01 23:05:11.206, 51.06 W
2026/09/01 23:05:12.206, 50.90 W
2026/09/01 23:05:13.206, 51.05 W
2026/09/01 23:05:14.206, 50.11 W
2026/09/01 23:05:15.207, 50.94 W
2026/09/01 23:05:16.207, 51.17 W
2026/09/01 23:05:17.208, 49.91 W
2026/09/01 23:05:18.208, 51.09 W
2026/09/01 23:05:19.208, 50.90 W
2026/09/01 23:05:20.208, 49.92 W
2026/09/01 23:05:21.208, 51.06 W
2026/09/01 23:05:22.209, 51.12 W
2026/09/01 23:05:23.209, 49.90 W
2026/09/01 23:05:24.209, 51.28 W
2026/09/01 23:05:25.209, 51.34 W
2026/09/01 23:05:26.209, 51.13 W
2026/09/01 23:05:27.209, 51.26 W
2026/09/01 23:05:28.210, 51.37 W
2026/09/01 23:05:29.210, 51.20 W
2026/09/01 23:05:30.210, 50.11 W
2026/09/01 23:05:31.210, 51.40 W
2026/09/01 23:05:32.211, 51.37 W
2026/09/01 23:05:33.211, 50.14 W
2026/09/01 23:05:34.211, 51.16 W
2026/09/01 23:05:35.211, 51.42 W
2026/09/01 23:05:36.212, 50.27 W
2026/09/01 23:05:37.212, 51.18 W
2026/09/01 23:05:38.212, 51.51 W
2026/09/01 23:05:39.213, 50.71 W
2026/09/01 23:05:40.213, 51.17 W
2026/09/01 23:05:41.213, 51.36 W
2026/09/01 23:05:42.213, 51.67 W
2026/09/01 23:05:43.214, 51.62 W
2026/09/01 23:05:44.214, 51.68 W
2026/09/01 23:05:45.214, 50.40 W
2026/09/01 23:05:46.214, 51.23 W
2026/09/01 23:05:47.215, 51.21 W
2026/09/01 23:05:48.215, 49.96 W
2026/09/01 23:05:49.215, 50.88 W
2026/09/01 23:05:50.215, 50.99 W
2026/09/01 23:05:51.215, 49.82 W
2026/09/01 23:05:52.216, 50.68 W
2026/09/01 23:05:53.216, 51.02 W
2026/09/01 23:05:54.216, 50.12 W
2026/09/01 23:05:55.216, 50.42 W
2026/09/01 23:05:56.217, 50.71 W
2026/09/01 23:05:57.217, 50.61 W
2026/09/01 23:05:58.217, 50.56 W
2026/09/01 23:05:59.217, 50.44 W
2026/09/01 23:06:00.218, 48.54 W
2026/09/01 23:06:01.218, 50.54 W
2026/09/01 23:06:02.218, 50.27 W
2026/09/01 23:06:03.218, 49.08 W
2026/09/01 23:06:04.219, 50.03 W
2026/09/01 23:06:05.220, 50.03 W
2026/09/01 23:06:06.220, 48.33 W
2026/09/01 23:06:07.221, 49.91 W
2026/09/01 23:06:08.221, 49.92 W
2026/09/01 23:06:09.221, 48.81 W
2026/09/01 23:06:10.221, 49.54 W
2026/09/01 23:06:11.221, 49.56 W
2026/09/01 23:06:12.222, 49.62 W
2026/09/01 23:06:13.223, 48.33 W
2026/09/01 23:06:14.223, 49.13 W
2026/09/01 23:06:15.223, 49.14 W
2026/09/01 23:06:16.224, 48.17 W
2026/09/01 23:06:17.224, 49.08 W
2026/09/01 23:06:18.224, 49.11 W
2026/09/01 23:06:19.226, 47.94 W
2026/09/01 23:06:20.227, 48.92 W
2026/09/01 23:06:21.227, 48.95 W
2026/09/01 23:06:22.227, 47.95 W
2026/09/01 23:06:23.227, 48.73 W
2026/09/01 23:06:24.228, 48.65 W
2026/09/01 23:06:25.228, 48.70 W
2026/09/01 23:06:26.228, 48.63 W
2026/09/01 23:06:27.228, 48.26 W
2026/09/01 23:06:28.228, 47.91 W
2026/09/01 23:06:29.229, 48.54 W
2026/09/01 23:06:30.229, 47.99 W
2026/09/01 23:06:31.229, 47.58 W
2026/09/01 23:06:32.229, 48.47 W
2026/09/01 23:06:33.230, 47.39 W
2026/09/01 23:06:34.230, 48.15 W
2026/09/01 23:06:35.230, 48.22 W
2026/09/01 23:06:36.231, 47.17 W
2026/09/01 23:06:37.231, 48.10 W
2026/09/01 23:06:38.231, 48.13 W
2026/09/01 23:06:39.231, 48.15 W
2026/09/01 23:06:40.231, 47.16 W
2026/09/01 23:06:41.232, 47.60 W
2026/09/01 23:06:42.232, 48.06 W
2026/09/01 23:06:43.232, 47.55 W
2026/09/01 23:06:44.232, 47.00 W
2026/09/01 23:06:45.232, 47.68 W
2026/09/01 23:06:46.233, 47.85 W
2026/09/01 23:06:47.233, 46.86 W
2026/09/01 23:06:48.233, 47.67 W
2026/09/01 23:06:49.233, 47.81 W
2026/09/01 23:06:50.233, 46.78 W
2026/09/01 23:06:51.234, 47.76 W
2026/09/01 23:06:52.234, 47.44 W
2026/09/01 23:06:53.234, 47.67 W
2026/09/01 23:06:54.234, 46.27 W
2026/09/01 23:06:55.235, 47.64 W
2026/09/01 23:06:56.235, 50.89 W
2026/09/01 23:06:57.235, 57.09 W
2026/09/01 23:06:58.235, 58.03 W
2026/09/01 23:06:59.236, 58.21 W
2026/09/01 23:07:00.236, 56.65 W
2026/09/01 23:07:01.236, 58.26 W
2026/09/01 23:07:02.236, 57.70 W
2026/09/01 23:07:03.237, 57.26 W
2026/09/01 23:07:04.237, 58.40 W
2026/09/01 23:07:05.237, 58.65 W
2026/09/01 23:07:06.237, 58.85 W
2026/09/01 23:07:07.237, 56.79 W
2026/09/01 23:07:08.237, 58.21 W
2026/09/01 23:07:09.238, 58.20 W
2026/09/01 23:07:10.238, 56.60 W
2026/09/01 23:07:11.239, 58.22 W
2026/09/01 23:07:12.239, 57.82 W
2026/09/01 23:07:13.239, 56.43 W
2026/09/01 23:07:14.239, 58.23 W
2026/09/01 23:07:15.239, 56.49 W
2026/09/01 23:07:16.240, 53.55 W
2026/09/01 23:07:17.240, 46.24 W
